1794701,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794703,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794705,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794707,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794709,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794711,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794713,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794715,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794717,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794719,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794721,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794723,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794725,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794727,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794729,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794731,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794733,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794735,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794737,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794739,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794741,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794743,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794745,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794747,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794749,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794751,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794753,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794755,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794757,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794759,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794761,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794763,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794765,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794767,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794769,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794771,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794773,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794775,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
